YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 04 10 08  38  2.3  3.1   .24  2.94  3.08 999 1021.1   3.2   2.2 999.0 99.0
1999 04 10 09  24  1.0  1.7   .21  2.94  3.04 999 1021.7   2.8   2.1 999.0 99.0
1999 04 10 10  38  2.0  2.3   .19  2.86  2.99 999 1022.2   2.6   2.1 999.0 99.0
1999 04 10 11  40  3.5  4.0   .16  2.63  3.00 999 1022.3   2.4   2.1 999.0 99.0
1999 04 10 12  53  3.8  4.4   .00   .00   .00 999 1022.6   2.6   2.1 999.0 99.0
1999 04 10 13  46  4.0  4.6   .00   .00   .00 999 1022.8   2.9   2.2 999.0 99.0
1999 04 10 14  55  5.8  6.7   .00   .00   .00 999 1022.5   2.7   2.2 999.0 99.0
1999 04 10 15  85  4.6  5.4   .15  2.50  2.78 999 1022.7   2.5   2.3 999.0 99.0
1999 04 10 16  90  6.4  7.4   .27  2.63  2.76 999 1022.6   2.2   2.3 999.0 99.0
1999 04 10 17  95  6.2  7.4   .44  3.12  3.02 999 1022.8   1.9   2.3 999.0 99.0
1999 04 10 18  96  6.1  6.9   .56  3.57  3.30 999 1022.7   2.0   2.3 999.0 99.0
1999 04 10 19  84  6.7  7.6   .48  3.57  3.28 999 1022.1   2.0   2.3 999.0 99.0
1999 04 10 20 101  5.5  6.5   .47  3.85  3.40 999 1021.5   2.5   2.3 999.0 99.0
1999 04 10 21  98  6.7  7.5   .45  3.57  3.39 999 1019.9   3.1   2.3 999.0 99.0
1999 04 10 22  95  6.1  7.0   .43  3.03  3.18 999 1019.1   3.6   2.3 999.0 99.0
1999 04 10 23  83  7.2  8.2   .43  3.23  3.15 999 1018.1   4.0   2.3 999.0 99.0
1999 04 11 00  73  5.4  6.0   .43  3.23  3.10 999 1017.8   3.7   2.3 999.0 99.0
1999 04 11 01  72  6.2  7.1   .38  3.12  3.11 999 1018.0   4.0   2.3 999.0 99.0
1999 04 11 02  67  9.6 11.6   .68  3.57  3.44 999 1017.8   4.5   2.3 999.0 99.0
1999 04 11 03  79  8.6 10.4   .84  4.17  3.72 999 1017.7   3.9   2.3 999.0 99.0
1999 04 11 04  92  8.0  9.6   .84  4.35  3.81 999 1017.7   4.0   2.3 999.0 99.0
1999 04 11 05 108  6.2  7.3   .88  4.76  3.95 999 1018.6   3.4   2.3 999.0 99.0
