YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 04 17 17 245 12.5 15.2  1.89  5.88  4.75 999 1010.4   7.2   1.9 999.0 99.0 99.00
2002 04 17 18 241 13.2 15.8  1.87  5.56  4.79 999 1011.3   7.2   2.0 999.0 99.0 99.00
2002 04 17 19 252 12.8 15.0  1.85  5.88  4.74 999 1012.3   7.7   2.0 999.0 99.0 99.00
2002 04 17 20 267 12.2 14.1  1.86  5.88  4.81 999 1012.9   8.0   2.0 999.0 99.0 99.00
2002 04 17 21 254  9.1 10.6  1.82  6.25  4.78 999 1013.9   7.4   2.0 999.0 99.0 99.00
2002 04 17 22 246  9.5 10.9  1.51  5.88  4.62 999 1014.2   7.7   2.0 999.0 99.0 99.00
2002 04 17 23 238  8.6  9.8  1.31  5.88  4.51 999 1014.6   7.4   2.0 999.0 99.0 99.00
2002 04 18 00 238  7.5  8.4  1.07  5.26  4.24 999 1015.0   7.2   2.0 999.0 99.0 99.00
2002 04 18 01 231  5.8  6.4  0.92  5.26  4.14 999 1015.3   6.6   2.0 999.0 99.0 99.00
2002 04 18 02 220  5.6  6.2  0.76  4.76  4.04 999 1016.1   7.1   2.0 999.0 99.0 99.00
2002 04 18 03 216  3.7  4.6  0.63  5.00  3.97 999 1016.5   6.5   2.0 999.0 99.0 99.00
2002 04 18 04 187  3.2  3.8  0.51  4.76  3.86 999 1016.5   5.2   2.0 999.0 99.0 99.00
2002 04 18 05 190  4.4  4.8  0.43  4.55  3.81 999 1017.4   5.1   2.0 999.0 99.0 99.00
2002 04 18 06 203  3.3  3.6  0.41  4.55  3.80 999 1018.0   5.1   2.0 999.0 99.0 99.00
2002 04 18 07 177  3.0  3.1  0.33  4.35  3.71 999 1017.7   5.2   1.9 999.0 99.0 99.00
2002 04 18 08 158  3.8  4.2  0.31  4.17  3.65 999 1016.5   5.2   1.9 999.0 99.0 99.00
2002 04 18 09 104  3.2  3.6  0.26  4.00  3.59 999 1014.7   4.2   1.9 999.0 99.0 99.00
2002 04 18 10 124  3.7  4.0  0.22  3.70  3.68 999 1014.5   4.8   2.0 999.0 99.0 99.00
2002 04 18 11 146  5.0  6.0  0.19  4.55  3.81 999 1014.1   5.2   2.0 999.0 99.0 99.00
2002 04 18 12 150  7.7  9.0  0.19  2.50  3.63 999 1014.3   6.5   2.0 999.0 99.0 99.00
2002 04 18 13  97  7.3  8.2  0.25  2.63  3.22 999 1012.3   5.3   2.0 999.0 99.0 99.00
2002 04 18 14 117  9.6 10.9  0.48  2.94  3.10 999 1011.0   5.4   2.1 999.0 99.0 99.00
2002 04 18 15  16  8.0 10.6  0.57  3.45  3.29 999 1011.2   4.9   2.1 999.0 99.0 99.00
2002 04 18 16  41  8.6 10.5  0.51  2.63  2.99 999 1009.8   3.1   2.1 999.0 99.0 99.00
2002 04 18 17  64  8.4 10.3  0.72  3.57  3.26 999 1008.8   4.2   2.0 999.0 99.0 99.00
2002 04 18 18  61  7.2  8.7  0.92  3.70  3.54 999 1007.1   4.1   2.0 999.0 99.0 99.00
2002 04 18 19  73  7.3  9.1  1.09  4.17  3.84 999 1006.2   4.4   2.0 999.0 99.0 99.00
2002 04 18 20  37  7.3  8.2  1.19  4.55  4.03 999 1005.5   3.5   2.0 999.0 99.0 99.00
2002 04 18 21  37  8.5  9.9  1.11  4.76  4.11 999 1004.9   3.2   2.0 999.0 99.0 99.00
2002 04 18 22  28 10.4 12.9  1.22  4.76  4.05 999 1004.5   3.2   2.0 999.0 99.0 99.00
2002 04 18 23  28 10.7 12.5  1.34  5.00  4.29 999 1004.2   2.9   2.0 999.0 99.0 99.00
2002 04 19 00  27 10.4 12.5  1.45  5.26  4.38 999 1004.5   3.0   2.0 999.0 99.0 99.00
2002 04 19 01  25 10.5 13.4  1.53  5.26  4.45 999 1005.0   3.5   2.0 999.0 99.0 99.00
2002 04 19 02  35  5.6  7.0  1.28  5.26  4.38 999 1006.9   3.5   2.0 999.0 99.0 99.00
2002 04 19 03  14  3.8  5.4  1.11  5.00  4.33 999 1008.5   3.4   2.0 999.0 99.0 99.00
2002 04 19 04   1  5.5  6.2  0.98  4.76  4.33 999 1009.0   4.1   2.0 999.0 99.0 99.00
2002 04 19 05 306  4.6  5.4  0.89  5.00  4.32 999 1010.4   3.5   2.0 999.0 99.0 99.00
2002 04 19 06 307  5.5  6.3  0.71  5.00  4.28 999 1011.6   3.5   2.0 999.0 99.0 99.00
2002 04 19 07 327  7.4  8.9  0.64  5.26  4.20 999 1012.5   3.6   2.0 999.0 99.0 99.00
2002 04 19 08 337 11.1 13.1  0.78  5.26  3.64 999 1013.9   3.4   2.0 999.0 99.0 99.00
2002 04 19 09   3  8.5 10.5  1.12  3.85  3.80 999 1015.0   2.4   2.0 999.0 99.0 99.00
2002 04 19 10 349  4.6  5.3  0.99  5.56  4.00 999 1015.7   2.5   2.0 999.0 99.0 99.00
2002 04 19 11 343  5.8  7.2  1.21  4.55  4.25 999 1017.1   2.8   1.9 999.0 99.0 99.00
2002 04 19 12 338  4.9  5.8  0.97  4.76  4.12 999 1018.9   2.7   1.9 999.0 99.0 99.00
