YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 06 04 02 173  0.6  0.7  0.00  0.00  0.00 999 1015.5   5.9   2.3 999.0 99.0 99.00
2003 06 04 03  97  1.5  1.9  0.00  0.00  0.00 999 1015.7   5.6   2.1 999.0 99.0 99.00
2003 06 04 04 136  1.2  1.7  0.00  0.00  0.00 999 1015.6   6.1   2.1 999.0 99.0 99.00
2003 06 04 05 154  2.6  3.0  0.00  0.00  0.00 999 1016.1   6.0   2.0 999.0 99.0 99.00
2003 06 04 06 108  2.0  2.4  0.00  0.00  0.00 999 1015.6   7.0   2.0 999.0 99.0 99.00
2003 06 04 07 197  2.5  2.8  0.00  0.00  0.00 999 1015.7   4.7   2.1 999.0 99.0 99.00
2003 06 04 08 267  0.5  1.1  0.00  0.00  0.00 999 1016.2   4.4   2.0 999.0 99.0 99.00
2003 06 04 09 343  1.7  2.8  0.00  0.00  0.00 999 1015.7   4.0   2.0 999.0 99.0 99.00
2003 06 04 10 320  1.1  1.2  0.00  0.00  0.00 999 1016.2   5.2   2.0 999.0 99.0 99.00
2003 06 04 11 298  2.2  2.4  0.00  0.00  0.00 999 1016.1   6.6   2.0 999.0 99.0 99.00
2003 06 04 12   6  0.9  1.3  0.00  0.00  0.00 999 1016.2   6.7   2.0 999.0 99.0 99.00
2003 06 04 13   7  1.2  1.4  0.00  0.00  0.00 999 1016.2   7.4   2.3 999.0 99.0 99.00
2003 06 04 14  77  0.9  1.1  0.00  0.00  0.00 999 1016.4   7.5   2.4 999.0 99.0 99.00
2003 06 04 15  83  1.8  2.0  0.00  0.00  0.00 999 1016.2   6.4   2.5 999.0 99.0 99.00
2003 06 04 16 122  1.8  1.9  0.00  0.00  0.00 999 1016.2   5.9   2.8 999.0 99.0 99.00
2003 06 04 17 151  1.7  1.9  0.00  0.00  0.00 999 1015.7   6.4   2.9 999.0 99.0 99.00
2003 06 04 18 174  2.3  2.5  0.00  0.00  0.00 999 1015.6   6.4   2.9 999.0 99.0 99.00
2003 06 04 19 190  2.3  2.5  0.00  0.00  0.00 999 1015.4   6.6   2.8 999.0 99.0 99.00
2003 06 04 20 226  2.7  2.9  0.00  0.00  0.00 999 1014.8   6.3   2.8 999.0 99.0 99.00
2003 06 04 21 236  2.6  2.7  0.00  0.00  0.00 999 1014.3   5.2   2.8 999.0 99.0 99.00
2003 06 04 22 270  2.3  2.5  0.00  0.00  0.00 999 1014.0   5.9   2.7 999.0 99.0 99.00
2003 06 04 23 264  2.8  2.9  0.00  0.00  0.00 999 1013.8   6.5   2.8 999.0 99.0 99.00
2003 06 05 00 247  3.4  3.6  0.00  0.00  0.00 999 1013.2   6.6   2.4 999.0 99.0 99.00
2003 06 05 01 253  3.0  3.3  0.00  0.00  0.00 999 1013.0   6.6   2.4 999.0 99.0 99.00
2003 06 05 02 278  3.0  3.2  0.00  0.00  0.00 999 1013.1   5.4   2.3 999.0 99.0 99.00
2003 06 05 03 272  2.6  3.0  0.00  0.00  0.00 999 1013.3   4.9   2.3 999.0 99.0 99.00
2003 06 05 04 285  3.2  3.4  0.00  0.00  0.00 999 1013.1   4.9   2.1 999.0 99.0 99.00
2003 06 05 05 316  2.7  3.1  0.00  0.00  0.00 999 1013.0   5.2   2.1 999.0 99.0 99.00
2003 06 05 06 311  2.5  2.8 99.00 99.00 99.00 999 1012.5   5.0   2.1 999.0 99.0 99.00
2003 06 05 07 313  2.7  3.1  0.00  0.00  0.00 999 1012.4   5.1   2.1 999.0 99.0 99.00
2003 06 05 08 300  2.2  2.5  0.00  0.00  0.00 999 1012.4   4.8   2.1 999.0 99.0 99.00
2003 06 05 09 271  3.6  4.3  0.00  0.00  0.00 999 1012.2   5.1   2.1 999.0 99.0 99.00
2003 06 05 10 255  3.1  3.6  0.00  0.00  0.00 999 1011.9   4.8   2.1 999.0 99.0 99.00
2003 06 05 11 262  3.3  3.6  0.00  0.00  0.00 999 1012.2   4.7   2.1 999.0 99.0 99.00
